vid,date
s81-111.2009,2009-03-05
h107-111.2009,2009-03-06
h108-111.2009,2009-03-06
h109-111.2009,2009-03-06
s89-111.2009,2009-03-09
s86-111.2009,2009-03-09
h112-111.2009,2009-03-09
h111-111.2009,2009-03-09
h110-111.2009,2009-03-09
s87-111.2009,2009-03-09
s88-111.2009,2009-03-09
s90-111.2009,2009-03-10
s91-111.2009,2009-03-10
h113-111.2009,2009-03-10
h115-111.2009,2009-03-10
s92-111.2009,2009-03-10
s96-111.2009,2009-03-10
s93-111.2009,2009-03-10
s95-111.2009,2009-03-10
h114-111.2009,2009-03-10
s94-111.2009,2009-03-10
h116-111.2009,2009-03-11
h121-111.2009,2009-03-11
h119-111.2009,2009-03-11
h117-111.2009,2009-03-11
h118-111.2009,2009-03-11
h120-111.2009,2009-03-11
s97-111.2009,2009-03-12
s98-111.2009,2009-03-12
h124-111.2009,2009-03-12
h123-111.2009,2009-03-12
h122-111.2009,2009-03-12
s99-111.2009,2009-03-16
h125-111.2009,2009-03-16
h127-111.2009,2009-03-16
h126-111.2009,2009-03-16
h130-111.2009,2009-03-17
h128-111.2009,2009-03-17
h129-111.2009,2009-03-17
s101-111.2009,2009-03-18
h136-111.2009,2009-03-18
h132-111.2009,2009-03-18
s100-111.2009,2009-03-18
h134-111.2009,2009-03-18
h140-111.2009,2009-03-18
h137-111.2009,2009-03-18
h139-111.2009,2009-03-18
s103-111.2009,2009-03-18
h131-111.2009,2009-03-18
h135-111.2009,2009-03-18
h133-111.2009,2009-03-18
h138-111.2009,2009-03-18
s102-111.2009,2009-03-18
s104-111.2009,2009-03-19
h142-111.2009,2009-03-19
s107-111.2009,2009-03-19
h144-111.2009,2009-03-19
h141-111.2009,2009-03-19
s106-111.2009,2009-03-19
h143-111.2009,2009-03-19
s105-111.2009,2009-03-19
s108-111.2009,2009-03-23
h145-111.2009,2009-03-23
h146-111.2009,2009-03-23
h149-111.2009,2009-03-24
h147-111.2009,2009-03-24
h148-111.2009,2009-03-24
h155-111.2009,2009-03-25
h151-111.2009,2009-03-25
h153-111.2009,2009-03-25
s109-111.2009,2009-03-25
h154-111.2009,2009-03-25
h152-111.2009,2009-03-25
h156-111.2009,2009-03-25
s111-111.2009,2009-03-25
h150-111.2009,2009-03-25
s110-111.2009,2009-03-25
h162-111.2009,2009-03-26
s112-111.2009,2009-03-26
s114-111.2009,2009-03-26
h158-111.2009,2009-03-26
s113-111.2009,2009-03-26
h159-111.2009,2009-03-26
s115-111.2009,2009-03-26
h161-111.2009,2009-03-26
h157-111.2009,2009-03-26
h160-111.2009,2009-03-26
h163-111.2009,2009-03-30
h165-111.2009,2009-03-30
h164-111.2009,2009-03-30
h171-111.2009,2009-03-31
h173-111.2009,2009-03-31
h167-111.2009,2009-03-31
s117-111.2009,2009-03-31
h170-111.2009,2009-03-31
h168-111.2009,2009-03-31
h174-111.2009,2009-03-31
s116-111.2009,2009-03-31
h166-111.2009,2009-03-31
h169-111.2009,2009-03-31
s118-111.2009,2009-03-31
h172-111.2009,2009-03-31
s119-111.2009,2009-04-01
h178-111.2009,2009-04-01
s124-111.2009,2009-04-01
h175-111.2009,2009-04-01
s125-111.2009,2009-04-01
h182-111.2009,2009-04-01
h180-111.2009,2009-04-01
s122-111.2009,2009-04-01
s127-111.2009,2009-04-01
h177-111.2009,2009-04-01
s121-111.2009,2009-04-01
s120-111.2009,2009-04-01
h176-111.2009,2009-04-01
h179-111.2009,2009-04-01
s126-111.2009,2009-04-01
h181-111.2009,2009-04-01
s123-111.2009,2009-04-01
s143-111.2009,2009-04-02
s135-111.2009,2009-04-02
s149-111.2009,2009-04-02
s154-111.2009,2009-04-02
s136-111.2009,2009-04-02
h184-111.2009,2009-04-02
s142-111.2009,2009-04-02
s132-111.2009,2009-04-02
h192-111.2009,2009-04-02
s144-111.2009,2009-04-02
s139-111.2009,2009-04-02
s148-111.2009,2009-04-02
s130-111.2009,2009-04-02
s138-111.2009,2009-04-02
s129-111.2009,2009-04-02
h185-111.2009,2009-04-02
h191-111.2009,2009-04-02
s153-111.2009,2009-04-02
h189-111.2009,2009-04-02
s150-111.2009,2009-04-02
s146-111.2009,2009-04-02
s145-111.2009,2009-04-02
s134-111.2009,2009-04-02
s140-111.2009,2009-04-02
s147-111.2009,2009-04-02
s141-111.2009,2009-04-02
s131-111.2009,2009-04-02
h188-111.2009,2009-04-02
s133-111.2009,2009-04-02
h186-111.2009,2009-04-02
h183-111.2009,2009-04-02
s152-111.2009,2009-04-02
s128-111.2009,2009-04-02
h187-111.2009,2009-04-02
s137-111.2009,2009-04-02
h190-111.2009,2009-04-02
s151-111.2009,2009-04-02
s158-111.2009,2009-04-20
s155-111.2009,2009-04-20
s157-111.2009,2009-04-20
s156-111.2009,2009-04-20
s159-111.2009,2009-04-21
h195-111.2009,2009-04-21
h194-111.2009,2009-04-21
h193-111.2009,2009-04-21
h198-111.2009,2009-04-22
s160-111.2009,2009-04-22
h196-111.2009,2009-04-22
h199-111.2009,2009-04-22
s161-111.2009,2009-04-22
h197-111.2009,2009-04-22
h206-111.2009,2009-04-23
h201-111.2009,2009-04-23
s162-111.2009,2009-04-23
s163-111.2009,2009-04-23
s166-111.2009,2009-04-23
h203-111.2009,2009-04-23
s165-111.2009,2009-04-23
s169-111.2009,2009-04-23
h204-111.2009,2009-04-23
h202-111.2009,2009-04-23
h200-111.2009,2009-04-23
s168-111.2009,2009-04-23
h205-111.2009,2009-04-23
s164-111.2009,2009-04-23
s167-111.2009,2009-04-23
h207-111.2009,2009-04-27
s170-111.2009,2009-04-27
h209-111.2009,2009-04-27
h208-111.2009,2009-04-27
s171-111.2009,2009-04-28
h212-111.2009,2009-04-28
h215-111.2009,2009-04-28
h211-111.2009,2009-04-28
h213-111.2009,2009-04-28
s172-111.2009,2009-04-28
h210-111.2009,2009-04-28
h214-111.2009,2009-04-28
s173-111.2009,2009-04-29
h216-111.2009,2009-04-29
h217-111.2009,2009-04-29
h218-111.2009,2009-04-29
h223-111.2009,2009-04-29
h219-111.2009,2009-04-29
h220-111.2009,2009-04-29
h221-111.2009,2009-04-29
h222-111.2009,2009-04-29
s175-111.2009,2009-04-30
h226-111.2009,2009-04-30
h227-111.2009,2009-04-30
h225-111.2009,2009-04-30
h224-111.2009,2009-04-30
s174-111.2009,2009-04-30
h228-111.2009,2009-04-30
s177-111.2009,2009-05-04
h230-111.2009,2009-05-04
s176-111.2009,2009-05-04
h229-111.2009,2009-05-04
s179-111.2009,2009-05-05
s181-111.2009,2009-05-05
h233-111.2009,2009-05-05
h232-111.2009,2009-05-05
s178-111.2009,2009-05-05
h231-111.2009,2009-05-05
s180-111.2009,2009-05-05
s185-111.2009,2009-05-06
s183-111.2009,2009-05-06
h234-111.2009,2009-05-06
h235-111.2009,2009-05-06
s182-111.2009,2009-05-06
s184-111.2009,2009-05-06
h236-111.2009,2009-05-06
s187-111.2009,2009-05-07
h242-111.2009,2009-05-07
h238-111.2009,2009-05-07
s186-111.2009,2009-05-07
h241-111.2009,2009-05-07
h237-111.2009,2009-05-07
h240-111.2009,2009-05-07
h239-111.2009,2009-05-07
h243-111.2009,2009-05-12
h244-111.2009,2009-05-12
s188-111.2009,2009-05-12
h245-111.2009,2009-05-12
h246-111.2009,2009-05-13
h252-111.2009,2009-05-13
s189-111.2009,2009-05-13
s190-111.2009,2009-05-13
s191-111.2009,2009-05-13
s192-111.2009,2009-05-13
h249-111.2009,2009-05-13
h254-111.2009,2009-05-13
h253-111.2009,2009-05-13
h251-111.2009,2009-05-13
h247-111.2009,2009-05-13
h250-111.2009,2009-05-13
h248-111.2009,2009-05-13
h255-111.2009,2009-05-14
h259-111.2009,2009-05-14
h256-111.2009,2009-05-14
h261-111.2009,2009-05-14
h257-111.2009,2009-05-14
h262-111.2009,2009-05-14
h265-111.2009,2009-05-14
h264-111.2009,2009-05-14
h263-111.2009,2009-05-14
h258-111.2009,2009-05-14
h266-111.2009,2009-05-14
h260-111.2009,2009-05-14
h269-111.2009,2009-05-18
h268-111.2009,2009-05-18
h267-111.2009,2009-05-18
s194-111.2009,2009-05-19
s193-111.2009,2009-05-19
h270-111.2009,2009-05-19
h271-111.2009,2009-05-19
h272-111.2009,2009-05-19
s195-111.2009,2009-05-19
h273-111.2009,2009-05-20
h276-111.2009,2009-05-20
h281-111.2009,2009-05-20
s197-111.2009,2009-05-20
s198-111.2009,2009-05-20
h278-111.2009,2009-05-20
s196-111.2009,2009-05-20
h277-111.2009,2009-05-20
h279-111.2009,2009-05-20
h274-111.2009,2009-05-20
h280-111.2009,2009-05-20
h275-111.2009,2009-05-20
s199-111.2009,2009-05-20
h290-111.2009,2009-05-21
h291-111.2009,2009-05-21
h286-111.2009,2009-05-21
s201-111.2009,2009-05-21
h285-111.2009,2009-05-21
s202-111.2009,2009-05-21
h282-111.2009,2009-05-21
h289-111.2009,2009-05-21
h287-111.2009,2009-05-21
h283-111.2009,2009-05-21
h284-111.2009,2009-05-21
s200-111.2009,2009-05-21
h288-111.2009,2009-05-21
h293-111.2009,2009-06-02
h292-111.2009,2009-06-02
h294-111.2009,2009-06-02
s203-111.2009,2009-06-02
h300-111.2009,2009-06-03
h297-111.2009,2009-06-03
h296-111.2009,2009-06-03
h298-111.2009,2009-06-03
h295-111.2009,2009-06-03
h299-111.2009,2009-06-03
h303-111.2009,2009-06-04
h309-111.2009,2009-06-04
h301-111.2009,2009-06-04
h310-111.2009,2009-06-04
h302-111.2009,2009-06-04
h308-111.2009,2009-06-04
h304-111.2009,2009-06-04
h305-111.2009,2009-06-04
h307-111.2009,2009-06-04
h306-111.2009,2009-06-04
h312-111.2009,2009-06-08
h311-111.2009,2009-06-08
s204-111.2009,2009-06-08
h313-111.2009,2009-06-08
h316-111.2009,2009-06-09
h315-111.2009,2009-06-09
h314-111.2009,2009-06-09
s205-111.2009,2009-06-09
h321-111.2009,2009-06-10
h325-111.2009,2009-06-10
h324-111.2009,2009-06-10
h323-111.2009,2009-06-10
h317-111.2009,2009-06-10
h327-111.2009,2009-06-10
h322-111.2009,2009-06-10
s206-111.2009,2009-06-10
h319-111.2009,2009-06-10
h320-111.2009,2009-06-10
h328-111.2009,2009-06-10
h318-111.2009,2009-06-10
h326-111.2009,2009-06-10
h333-111.2009,2009-06-11
h329-111.2009,2009-06-11
s207-111.2009,2009-06-11
h331-111.2009,2009-06-11
h332-111.2009,2009-06-11
h334-111.2009,2009-06-11
h330-111.2009,2009-06-11
h335-111.2009,2009-06-12
h336-111.2009,2009-06-15
h339-111.2009,2009-06-15
h337-111.2009,2009-06-15
h338-111.2009,2009-06-15
h342-111.2009,2009-06-16
h340-111.2009,2009-06-16
h344-111.2009,2009-06-16
h341-111.2009,2009-06-16
h350-111.2009,2009-06-16
h349-111.2009,2009-06-16
s208-111.2009,2009-06-16
h346-111.2009,2009-06-16
h345-111.2009,2009-06-16
h347-111.2009,2009-06-16
h348-111.2009,2009-06-16
h343-111.2009,2009-06-16
h351-111.2009,2009-06-17
h352-111.2009,2009-06-17
h354-111.2009,2009-06-17
h353-111.2009,2009-06-17
h355-111.2009,2009-06-17
h371-111.2009,2009-06-18
h395-111.2009,2009-06-18
h376-111.2009,2009-06-18
h377-111.2009,2009-06-18
h373-111.2009,2009-06-18
h398-111.2009,2009-06-18
h389-111.2009,2009-06-18
h382-111.2009,2009-06-18
h404-111.2009,2009-06-18
h356-111.2009,2009-06-18
h368-111.2009,2009-06-18
h397-111.2009,2009-06-18
h400-111.2009,2009-06-18
h379-111.2009,2009-06-18
h383-111.2009,2009-06-18
h367-111.2009,2009-06-18
h399-111.2009,2009-06-18
h386-111.2009,2009-06-18
h370-111.2009,2009-06-18
h366-111.2009,2009-06-18
h359-111.2009,2009-06-18
h362-111.2009,2009-06-18
h402-111.2009,2009-06-18
h408-111.2009,2009-06-18
h392-111.2009,2009-06-18
h388-111.2009,2009-06-18
h391-111.2009,2009-06-18
h380-111.2009,2009-06-18
h390-111.2009,2009-06-18
h393-111.2009,2009-06-18
h387-111.2009,2009-06-18
h363-111.2009,2009-06-18
h361-111.2009,2009-06-18
h405-111.2009,2009-06-18
h385-111.2009,2009-06-18
h357-111.2009,2009-06-18
h401-111.2009,2009-06-18
h403-111.2009,2009-06-18
h369-111.2009,2009-06-18
s210-111.2009,2009-06-18
h378-111.2009,2009-06-18
h358-111.2009,2009-06-18
h381-111.2009,2009-06-18
h364-111.2009,2009-06-18
h375-111.2009,2009-06-18
h365-111.2009,2009-06-18
h396-111.2009,2009-06-18
h374-111.2009,2009-06-18
h394-111.2009,2009-06-18
s209-111.2009,2009-06-18
h384-111.2009,2009-06-18
h407-111.2009,2009-06-18
h406-111.2009,2009-06-18
h372-111.2009,2009-06-18
h360-111.2009,2009-06-18
h410-111.2009,2009-06-19
h414-111.2009,2009-06-19
h415-111.2009,2009-06-19
h418-111.2009,2009-06-19
h409-111.2009,2009-06-19
h412-111.2009,2009-06-19
h416-111.2009,2009-06-19
h413-111.2009,2009-06-19
h417-111.2009,2009-06-19
h411-111.2009,2009-06-19
s211-111.2009,2009-06-22
h419-111.2009,2009-06-23
h422-111.2009,2009-06-23
h420-111.2009,2009-06-23
h421-111.2009,2009-06-23
h423-111.2009,2009-06-23
h435-111.2009,2009-06-24
h442-111.2009,2009-06-24
h451-111.2009,2009-06-24
h425-111.2009,2009-06-24
h445-111.2009,2009-06-24
h428-111.2009,2009-06-24
h450-111.2009,2009-06-24
h441-111.2009,2009-06-24
h429-111.2009,2009-06-24
h439-111.2009,2009-06-24
h446-111.2009,2009-06-24
h448-111.2009,2009-06-24
h444-111.2009,2009-06-24
h433-111.2009,2009-06-24
h430-111.2009,2009-06-24
h426-111.2009,2009-06-24
h427-111.2009,2009-06-24
h440-111.2009,2009-06-24
h434-111.2009,2009-06-24
h432-111.2009,2009-06-24
h424-111.2009,2009-06-24
h449-111.2009,2009-06-24
h447-111.2009,2009-06-24
h436-111.2009,2009-06-24
h452-111.2009,2009-06-24
h431-111.2009,2009-06-24
s212-111.2009,2009-06-24
h443-111.2009,2009-06-24
h438-111.2009,2009-06-24
h437-111.2009,2009-06-24
h456-111.2009,2009-06-25
h454-111.2009,2009-06-25
h460-111.2009,2009-06-25
h461-111.2009,2009-06-25
h462-111.2009,2009-06-25
s213-111.2009,2009-06-25
h455-111.2009,2009-06-25
h459-111.2009,2009-06-25
s214-111.2009,2009-06-25
h458-111.2009,2009-06-25
h463-111.2009,2009-06-25
h457-111.2009,2009-06-25
h453-111.2009,2009-06-25
h470-111.2009,2009-06-26
h472-111.2009,2009-06-26
h465-111.2009,2009-06-26
h473-111.2009,2009-06-26
h471-111.2009,2009-06-26
h474-111.2009,2009-06-26
h464-111.2009,2009-06-26
h475-111.2009,2009-06-26
h467-111.2009,2009-06-26
h466-111.2009,2009-06-26
h469-111.2009,2009-06-26
h468-111.2009,2009-06-26
h477-111.2009,2009-06-26
h476-111.2009,2009-06-26
s215-111.2009,2009-07-06
s217-111.2009,2009-07-06
s216-111.2009,2009-07-06
h479-111.2009,2009-07-07
s218-111.2009,2009-07-07
h478-111.2009,2009-07-07
h496-111.2009,2009-07-08
s220-111.2009,2009-07-08
h480-111.2009,2009-07-08
h481-111.2009,2009-07-08
h483-111.2009,2009-07-08
s222-111.2009,2009-07-08
h482-111.2009,2009-07-08
h486-111.2009,2009-07-08
s219-111.2009,2009-07-08
h488-111.2009,2009-07-08
h484-111.2009,2009-07-08
h493-111.2009,2009-07-08
h495-111.2009,2009-07-08
h485-111.2009,2009-07-08
s221-111.2009,2009-07-08
h487-111.2009,2009-07-08
h489-111.2009,2009-07-08
h491-111.2009,2009-07-08
h494-111.2009,2009-07-08
h492-111.2009,2009-07-08
h490-111.2009,2009-07-08
h522-111.2009,2009-07-09
s227-111.2009,2009-07-09
h523-111.2009,2009-07-09
h518-111.2009,2009-07-09
h510-111.2009,2009-07-09
h524-111.2009,2009-07-09
h525-111.2009,2009-07-09
h514-111.2009,2009-07-09
s224-111.2009,2009-07-09
h506-111.2009,2009-07-09
h497-111.2009,2009-07-09
h501-111.2009,2009-07-09
s226-111.2009,2009-07-09
h517-111.2009,2009-07-09
h516-111.2009,2009-07-09
s225-111.2009,2009-07-09
h509-111.2009,2009-07-09
h512-111.2009,2009-07-09
h520-111.2009,2009-07-09
h508-111.2009,2009-07-09
h515-111.2009,2009-07-09
s223-111.2009,2009-07-09
h504-111.2009,2009-07-09
h519-111.2009,2009-07-09
h503-111.2009,2009-07-09
h511-111.2009,2009-07-09
h507-111.2009,2009-07-09
h499-111.2009,2009-07-09
h505-111.2009,2009-07-09
h498-111.2009,2009-07-09
s228-111.2009,2009-07-09
h500-111.2009,2009-07-09
h513-111.2009,2009-07-09
s229-111.2009,2009-07-09
h502-111.2009,2009-07-09
h521-111.2009,2009-07-09
h528-111.2009,2009-07-10
h527-111.2009,2009-07-10
h529-111.2009,2009-07-10
h526-111.2009,2009-07-10
s230-111.2009,2009-07-13
h530-111.2009,2009-07-13
h535-111.2009,2009-07-14
h532-111.2009,2009-07-14
h533-111.2009,2009-07-14
h531-111.2009,2009-07-14
h534-111.2009,2009-07-14
h536-111.2009,2009-07-14
h546-111.2009,2009-07-15
h542-111.2009,2009-07-15
h541-111.2009,2009-07-15
h545-111.2009,2009-07-15
h539-111.2009,2009-07-15
h537-111.2009,2009-07-15
h544-111.2009,2009-07-15
h540-111.2009,2009-07-15
h547-111.2009,2009-07-15
h543-111.2009,2009-07-15
h538-111.2009,2009-07-15
h567-111.2009,2009-07-16
h572-111.2009,2009-07-16
h561-111.2009,2009-07-16
s233-111.2009,2009-07-16
h559-111.2009,2009-07-16
h552-111.2009,2009-07-16
h557-111.2009,2009-07-16
h556-111.2009,2009-07-16
h551-111.2009,2009-07-16
h564-111.2009,2009-07-16
h568-111.2009,2009-07-16
h549-111.2009,2009-07-16
h558-111.2009,2009-07-16
h555-111.2009,2009-07-16
h562-111.2009,2009-07-16
h553-111.2009,2009-07-16
s232-111.2009,2009-07-16
h548-111.2009,2009-07-16
h565-111.2009,2009-07-16
h569-111.2009,2009-07-16
h566-111.2009,2009-07-16
h560-111.2009,2009-07-16
h571-111.2009,2009-07-16
h554-111.2009,2009-07-16
h570-111.2009,2009-07-16
s231-111.2009,2009-07-16
h563-111.2009,2009-07-16
h550-111.2009,2009-07-16
h590-111.2009,2009-07-17
h585-111.2009,2009-07-17
h578-111.2009,2009-07-17
h584-111.2009,2009-07-17
h580-111.2009,2009-07-17
h579-111.2009,2009-07-17
h574-111.2009,2009-07-17
h586-111.2009,2009-07-17
h581-111.2009,2009-07-17
h573-111.2009,2009-07-17
h577-111.2009,2009-07-17
h582-111.2009,2009-07-17
h587-111.2009,2009-07-17
h589-111.2009,2009-07-17
h588-111.2009,2009-07-17
h592-111.2009,2009-07-17
h576-111.2009,2009-07-17
h591-111.2009,2009-07-17
h583-111.2009,2009-07-17
h575-111.2009,2009-07-17
s234-111.2009,2009-07-20
h593-111.2009,2009-07-20
h594-111.2009,2009-07-20
h595-111.2009,2009-07-20
h603-111.2009,2009-07-21
h599-111.2009,2009-07-21
h598-111.2009,2009-07-21
h604-111.2009,2009-07-21
s236-111.2009,2009-07-21
h602-111.2009,2009-07-21
h600-111.2009,2009-07-21
h601-111.2009,2009-07-21
h596-111.2009,2009-07-21
h597-111.2009,2009-07-21
s235-111.2009,2009-07-21
h609-111.2009,2009-07-22
h610-111.2009,2009-07-22
h606-111.2009,2009-07-22
h612-111.2009,2009-07-22
s238-111.2009,2009-07-22
h605-111.2009,2009-07-22
h613-111.2009,2009-07-22
h615-111.2009,2009-07-22
h614-111.2009,2009-07-22
h611-111.2009,2009-07-22
s239-111.2009,2009-07-22
s237-111.2009,2009-07-22
h608-111.2009,2009-07-22
h607-111.2009,2009-07-22
h633-111.2009,2009-07-23
h623-111.2009,2009-07-23
h618-111.2009,2009-07-23
h632-111.2009,2009-07-23
s242-111.2009,2009-07-23
h635-111.2009,2009-07-23
h627-111.2009,2009-07-23
h626-111.2009,2009-07-23
h637-111.2009,2009-07-23
h631-111.2009,2009-07-23
s240-111.2009,2009-07-23
h628-111.2009,2009-07-23
h629-111.2009,2009-07-23
h617-111.2009,2009-07-23
h625-111.2009,2009-07-23
h619-111.2009,2009-07-23
h624-111.2009,2009-07-23
h621-111.2009,2009-07-23
h616-111.2009,2009-07-23
h636-111.2009,2009-07-23
h622-111.2009,2009-07-23
h630-111.2009,2009-07-23
h620-111.2009,2009-07-23
h634-111.2009,2009-07-23
s241-111.2009,2009-07-23
h644-111.2009,2009-07-24
h641-111.2009,2009-07-24
h646-111.2009,2009-07-24
h642-111.2009,2009-07-24
h638-111.2009,2009-07-24
h640-111.2009,2009-07-24
h645-111.2009,2009-07-24
h643-111.2009,2009-07-24
h639-111.2009,2009-07-24
h649-111.2009,2009-07-27
h647-111.2009,2009-07-27
h648-111.2009,2009-07-27
s243-111.2009,2009-07-28
h651-111.2009,2009-07-28
h650-111.2009,2009-07-28
h653-111.2009,2009-07-28
h652-111.2009,2009-07-28
h660-111.2009,2009-07-29
h655-111.2009,2009-07-29
s247-111.2009,2009-07-29
s246-111.2009,2009-07-29
h654-111.2009,2009-07-29
h656-111.2009,2009-07-29
h659-111.2009,2009-07-29
s248-111.2009,2009-07-29
s245-111.2009,2009-07-29
h658-111.2009,2009-07-29
h657-111.2009,2009-07-29
s244-111.2009,2009-07-29
h681-111.2009,2009-07-30
h663-111.2009,2009-07-30
h673-111.2009,2009-07-30
s250-111.2009,2009-07-30
s249-111.2009,2009-07-30
h680-111.2009,2009-07-30
h671-111.2009,2009-07-30
h678-111.2009,2009-07-30
h665-111.2009,2009-07-30
s254-111.2009,2009-07-30
h669-111.2009,2009-07-30
h662-111.2009,2009-07-30
h670-111.2009,2009-07-30
h674-111.2009,2009-07-30
h676-111.2009,2009-07-30
s253-111.2009,2009-07-30
h661-111.2009,2009-07-30
h668-111.2009,2009-07-30
h675-111.2009,2009-07-30
h667-111.2009,2009-07-30
s251-111.2009,2009-07-30
h679-111.2009,2009-07-30
h666-111.2009,2009-07-30
h672-111.2009,2009-07-30
