vote_id,person_id,vote
h157-113.2013,B001275,Aye
h157-113.2013,D000600,Aye
h157-113.2013,F000445,Aye
h157-113.2013,G000546,Aye
h157-113.2013,G000560,Aye
h157-113.2013,G000562,Aye
h157-113.2013,H001036,Aye
h157-113.2013,J000289,Aye
h157-113.2013,M001181,Aye
h157-113.2013,O000170,Not Voting
h157-113.2013,P000608,No
h157-113.2013,R000582,Aye
h157-113.2013,R000583,Aye
h157-113.2013,S001165,No
h157-113.2013,S001175,No
h157-113.2013,W000413,Aye
h177-114.2016,A000374,Yea
h173-114.2015,A000374,Aye
h173-114.2015,B001274,Aye
h173-114.2015,B001275,Aye
h173-114.2015,D000600,Aye
h173-114.2015,F000445,Aye
h173-114.2015,G000546,Not Voting
h173-114.2015,G000560,Aye
h173-114.2015,H001036,Aye
h173-114.2015,J000289,No
h173-114.2015,M001181,Aye
h173-114.2015,N000188,Aye
h173-114.2015,O000170,Aye
h173-114.2015,P000608,Aye
h173-114.2015,R000582,Aye
h173-114.2015,R000583,Aye
h173-114.2015,S001165,Aye
h173-114.2015,S001175,Not Voting
h173-114.2015,S001196,Aye
h173-114.2015,W000413,Aye
h173-114.2015,W000821,Aye
h173-114.2015,Y000066,Aye
h175-114.2016,A000374,Yea
h175-114.2016,B001274,Yea
h175-114.2016,B001275,Yea
h175-114.2016,D000600,Yea
h175-114.2016,F000445,Yea
h175-114.2016,G000546,Not Voting
h175-114.2016,G000560,Yea
h175-114.2016,H001036,Yea
h175-114.2016,J000289,Yea
h175-114.2016,M001181,Yea
h175-114.2016,N000188,Yea
h175-114.2016,O000170,Yea
h175-114.2016,P000608,Yea
h175-114.2016,R000582,Yea
h175-114.2016,R000583,Yea
h175-114.2016,S001165,Nay
h175-114.2016,S001175,Yea
h175-114.2016,S001196,Yea
h175-114.2016,W000413,Not Voting
h175-114.2016,W000821,Yea
h175-114.2016,Y000066,Yea
h161-111.2009,B001230,No
h161-111.2009,B001231,No
h161-111.2009,D000210,No
h161-111.2009,D000600,No
h161-111.2009,E000063,No
h161-111.2009,F000445,Aye
h161-111.2009,G000546,Aye
h161-111.2009,H001036,Aye
h161-111.2009,H001037,Aye
h161-111.2009,J000289,Aye
h161-111.2009,K000370,No
h161-111.2009,K000372,No
h161-111.2009,R000582,Aye
h161-111.2009,R000583,Aye
h161-111.2009,S001165,Aye
h161-111.2009,S001175,No
h161-111.2009,T000038,No
h161-111.2009,T000057,No
h161-111.2009,W000413,Aye
h161-111.2009,W000792,No
h169-111.2009,B001230,Yea
h169-111.2009,B001231,Yea
h169-111.2009,D000210,Yea
h169-111.2009,D000600,Nay
h169-111.2009,E000063,Yea
h169-111.2009,F000445,Nay
h169-111.2009,G000546,Nay
h169-111.2009,H001036,Not Voting
h169-111.2009,H001037,Yea
h169-111.2009,J000289,Nay
h169-111.2009,K000370,Yea
h169-111.2009,K000372,Yea
h169-111.2009,R000582,Nay
h169-111.2009,R000583,Nay
h169-111.2009,S001165,Yea
h169-111.2009,S001175,Yea
h169-111.2009,T000038,Yea
h169-111.2009,T000057,Yea
h169-111.2009,W000413,Nay
h169-111.2009,W000792,Yea
h177-114.2016,B001274,Yea
h177-114.2016,B001275,Yea
h177-114.2016,D000600,Yea
h177-114.2016,F000445,Yea
h177-114.2016,G000546,Not Voting
h177-114.2016,G000560,Yea
h177-114.2016,H001036,Yea
h177-114.2016,J000289,Yea
h177-114.2016,M001181,Yea
h177-114.2016,N000188,Yea
h177-114.2016,O000170,Yea
h177-114.2016,P000608,Yea
h177-114.2016,R000582,Yea
h177-114.2016,R000583,Yea
h177-114.2016,S001165,Yea
h177-114.2016,S001175,Yea
h177-114.2016,S001196,Yea
h177-114.2016,W000413,Yea
h177-114.2016,W000821,Yea
h177-114.2016,Y000066,Yea
h179-113.2013,B001274,Aye
h179-113.2013,B001275,Aye
h179-113.2013,D000600,Not Voting
h179-113.2013,F000445,Aye
h179-113.2013,G000546,Aye
h179-113.2013,G000560,Aye
h179-113.2013,G000562,Aye
h179-113.2013,H001036,Aye
h179-113.2013,J000289,Aye
h179-113.2013,S001165,No
h179-113.2013,S001175,Not Voting
h179-113.2013,W000413,Aye
h199-114.2015,A000374,No
h188-114.2015,A000374,No
h188-114.2015,B001274,No
h188-114.2015,B001275,No
h188-114.2015,D000600,No
h188-114.2015,F000445,No
h188-114.2015,G000546,No
h188-114.2015,G000560,No
h188-114.2015,H001036,No
h188-114.2015,J000289,No
h188-114.2015,M001181,No
h188-114.2015,N000188,Aye
h188-114.2015,O000170,Aye
h188-114.2015,P000608,Aye
h188-114.2015,R000582,No
h188-114.2015,R000583,Aye
h188-114.2015,S001165,Aye
h188-114.2015,S001175,Aye
h188-114.2015,S001196,No
h188-114.2015,W000413,No
h188-114.2015,W000821,No
h188-114.2015,Y000066,No
h195-113.2013,B001274,No
h195-113.2013,B001275,No
h195-113.2013,D000600,No
h195-113.2013,F000445,No
h195-113.2013,G000546,No
h195-113.2013,G000560,No
h195-113.2013,G000562,No
h195-113.2013,H001036,No
h195-113.2013,J000289,No
h195-113.2013,M001181,No
h195-113.2013,O000170,Aye
h195-113.2013,P000608,Aye
h195-113.2013,R000582,No
h195-113.2013,R000583,No
h195-113.2013,S001165,Aye
h195-113.2013,S001175,Aye
h195-113.2013,W000413,No
h198-111.2009,B001230,No
h198-111.2009,B001231,No
h198-111.2009,D000210,No
h198-111.2009,D000600,Aye
h198-111.2009,E000063,No
h198-111.2009,F000445,Aye
h198-111.2009,G000546,Aye
h198-111.2009,H001036,Aye
h198-111.2009,H001037,No
h198-111.2009,J000289,Aye
h198-111.2009,K000370,Aye
h198-111.2009,K000372,No
h198-111.2009,R000582,Aye
h198-111.2009,R000583,Aye
h198-111.2009,S001165,No
h198-111.2009,S001175,No
h198-111.2009,T000038,No
h198-111.2009,T000057,No
h198-111.2009,W000413,Aye
h198-111.2009,W000792,No
h200-112.2011,B001230,Nay
h200-112.2011,B001231,Nay
h200-112.2011,B001274,Not Voting
h200-112.2011,B001275,Yea
h200-112.2011,D000600,Yea
h200-112.2011,F000445,Yea
h200-112.2011,G000546,Yea
h200-112.2011,G000560,Yea
h200-112.2011,G000562,Yea
h200-112.2011,H001036,Yea
h200-112.2011,J000289,Yea
h200-112.2011,L000574,Yea
h200-112.2011,M001181,Yea
h200-112.2011,R000582,Yea
h200-112.2011,R000583,Yea
h200-112.2011,S001165,Nay
h200-112.2011,S001175,Nay
h200-112.2011,W000413,Yea
h200-112.2011,W000792,Nay
h179-113.2013,M001181,Aye
h179-113.2013,O000170,No
h179-113.2013,P000608,No
h179-113.2013,R000582,Aye
h179-113.2013,R000583,Aye
h199-114.2015,G000546,No
h199-114.2015,G000560,Aye
h199-114.2015,H001036,Aye
h199-114.2015,J000289,Aye
h199-114.2015,M001181,No
h199-114.2015,N000188,No
h199-114.2015,O000170,No
h199-114.2015,P000608,No
h199-114.2015,R000582,Aye
h199-114.2015,R000583,Aye
h199-114.2015,S001165,No
h199-114.2015,S001175,No
h199-114.2015,S001196,No
h199-114.2015,W000413,Aye
h199-114.2015,W000821,No
h199-114.2015,Y000066,No
h200-113.2013,B001274,No
h200-113.2013,B001275,No
h200-113.2013,D000600,No
h200-113.2013,F000445,No
h200-113.2013,G000546,No
h200-113.2013,G000560,No
h200-113.2013,G000562,No
h200-113.2013,H001036,No
h200-113.2013,J000289,No
h200-113.2013,M001181,No
h200-113.2013,O000170,Aye
h200-113.2013,P000608,Aye
h200-113.2013,R000582,No
h200-113.2013,R000583,No
h200-113.2013,S001165,Not Voting
h200-113.2013,S001175,Aye
h200-113.2013,W000413,No
h199-114.2015,B001274,Aye
h199-114.2015,B001275,No
h199-114.2015,D000600,No
h199-114.2015,F000445,Aye
h217-114.2015,A000374,No
h215-114.2015,A000374,Yea
h215-114.2015,B001274,Nay
h215-114.2015,B001275,Yea
h215-114.2015,D000600,Yea
h215-114.2015,F000445,Yea
h215-114.2015,G000546,Yea
h215-114.2015,G000560,Yea
h215-114.2015,H001036,Yea
h215-114.2015,J000289,Yea
h215-114.2015,M001181,Yea
h215-114.2015,N000188,Nay
h215-114.2015,O000170,Nay
h215-114.2015,P000608,Nay
h215-114.2015,R000582,Yea
h215-114.2015,R000583,Yea
h215-114.2015,S001165,Nay
h215-114.2015,S001175,Nay
h215-114.2015,S001196,Yea
h215-114.2015,W000413,Yea
h215-114.2015,W000821,Yea
h215-114.2015,Y000066,Yea
h217-114.2015,B001274,No
h217-114.2015,B001275,No
h217-114.2015,D000600,No
h217-114.2015,F000445,No
h217-114.2015,G000546,No
h217-114.2015,G000560,No
h217-114.2015,H001036,No
h217-114.2015,J000289,No
h217-114.2015,M001181,No
h217-114.2015,N000188,Aye
h217-114.2015,O000170,Aye
h217-114.2015,P000608,Aye
h217-114.2015,R000582,No
h217-114.2015,R000583,No
h217-114.2015,S001165,Aye
h217-114.2015,S001175,Aye
h217-114.2015,S001196,No
h217-114.2015,W000413,No
h217-114.2015,W000821,No
h217-114.2015,Y000066,No
h227-113.2014,D000600,Aye
h224-114.2016,A000374,Aye
h224-114.2016,B001274,Aye
h224-114.2016,B001275,Aye
h224-114.2016,D000600,No
h224-114.2016,F000445,Aye
h224-114.2016,G000546,Aye
h224-114.2016,G000560,Aye
h224-114.2016,H001036,Aye
h224-114.2016,J000289,Aye
h224-114.2016,M001181,No
h224-114.2016,N000188,No
h224-114.2016,O000170,No
h224-114.2016,P000608,No
h224-114.2016,R000582,Aye
h224-114.2016,R000583,Aye
h224-114.2016,S001165,No
h224-114.2016,S001175,No
h224-114.2016,S001196,No
h224-114.2016,W000413,Aye
h224-114.2016,W000821,Aye
h224-114.2016,Y000066,No
h225-112.2011,B001230,Yea
h225-112.2011,B001231,Yea
h225-112.2011,B001274,Yea
h225-112.2011,B001275,Yea
h225-112.2011,D000600,Yea
h225-112.2011,F000445,Yea
h225-112.2011,G000546,Yea
h225-112.2011,G000560,Yea
h225-112.2011,G000562,Yea
h225-112.2011,H001036,Yea
h225-112.2011,J000289,Yea
h225-112.2011,L000574,Not Voting
h225-112.2011,M001181,Yea
h225-112.2011,R000582,Yea
h225-112.2011,R000583,Yea
h225-112.2011,S001165,Yea
h225-112.2011,S001175,Yea
h225-112.2011,W000413,Yea
h225-112.2011,W000792,Yea
h218-114.2015,A000374,Nay
h218-114.2015,B001274,Nay
h218-114.2015,B001275,Nay
h218-114.2015,D000600,Nay
h218-114.2015,F000445,Nay
h218-114.2015,G000546,Nay
h218-114.2015,G000560,Nay
h218-114.2015,H001036,Nay
h218-114.2015,J000289,Nay
h218-114.2015,M001181,Nay
h218-114.2015,N000188,Yea
h218-114.2015,O000170,Yea
h218-114.2015,P000608,Yea
h218-114.2015,R000582,Nay
h218-114.2015,R000583,Nay
h218-114.2015,S001165,Yea
h218-114.2015,S001175,Yea
h218-114.2015,S001196,Nay
h218-114.2015,W000413,Nay
h218-114.2015,W000821,Nay
h218-114.2015,Y000066,Nay
h222-114.2015,A000374,Nay
h222-114.2015,B001274,Nay
h222-114.2015,B001275,Nay
h222-114.2015,D000600,Nay
h222-114.2015,F000445,Nay
h222-114.2015,G000546,Nay
h222-114.2015,G000560,Nay
h222-114.2015,H001036,Nay
h222-114.2015,J000289,Nay
h222-114.2015,M001181,Nay
h222-114.2015,N000188,Yea
h222-114.2015,O000170,Yea
h222-114.2015,P000608,Yea
h222-114.2015,R000582,Nay
h222-114.2015,R000583,Nay
h222-114.2015,S001165,Yea
h222-114.2015,S001175,Yea
h222-114.2015,S001196,Nay
h222-114.2015,W000413,Nay
h222-114.2015,W000821,Nay
h222-114.2015,Y000066,Nay
h227-113.2014,F000445,Aye
h227-113.2014,G000546,Aye
h227-113.2014,G000560,Aye
h227-113.2014,G000562,Aye
h227-113.2014,H001036,Aye
h227-113.2014,J000289,Aye
h227-113.2014,M001181,Aye
h227-113.2014,O000170,No
h227-113.2014,P000608,No
h227-113.2014,R000582,Aye
h227-113.2014,R000583,Aye
h227-113.2014,S001165,No
h227-113.2014,S001175,No
h227-113.2014,W000413,Aye
h235-114.2015,A000374,No
h229-111.2010,B001230,Aye
h229-111.2010,B001231,Aye
h229-111.2010,D000210,Aye
h229-111.2010,D000600,Aye
h229-111.2010,E000063,Aye
h229-111.2010,F000445,Aye
h229-111.2010,G000546,Aye
h229-111.2010,H001036,Aye
h229-111.2010,H001037,Aye
h229-111.2010,J000289,Aye
h229-111.2010,K000370,Aye
h229-111.2010,K000372,Aye
h229-111.2010,R000582,Aye
h229-111.2010,R000583,Aye
h229-111.2010,S001165,Aye
h229-111.2010,S001175,Aye
h229-111.2010,T000038,Aye
h229-111.2010,W000413,Aye
h229-111.2010,W000792,Aye
h234-111.2010,B001230,No
h234-111.2010,B001231,No
h234-111.2010,D000210,Not Voting
h234-111.2010,D000600,No
h234-111.2010,E000063,No
h234-111.2010,F000445,Aye
h234-111.2010,G000546,Aye
h234-111.2010,H001036,Aye
h234-111.2010,H001037,Aye
h234-111.2010,J000289,Aye
h234-111.2010,K000370,No
h234-111.2010,K000372,No
h234-111.2010,R000582,Aye
h234-111.2010,R000583,Aye
h234-111.2010,S001165,No
h234-111.2010,S001175,Not Voting
h234-111.2010,T000038,No
h234-111.2010,W000413,Aye
h234-111.2010,W000792,Aye
h227-113.2014,B001274,Aye
h227-113.2014,B001275,Aye
h233-112.2012,B001230,No
h233-112.2012,B001231,No
h233-112.2012,B001274,Aye
h233-112.2012,B001275,Aye
h233-112.2012,D000600,Aye
h233-112.2012,F000445,Aye
h233-112.2012,G000546,Aye
h233-112.2012,G000560,Aye
h233-112.2012,G000562,Aye
h233-112.2012,H001036,Aye
h233-112.2012,J000289,Aye
h233-112.2012,L000574,Aye
h233-112.2012,M001181,Aye
h233-112.2012,R000582,Aye
h233-112.2012,R000583,Aye
h233-112.2012,S001165,No
h233-112.2012,S001175,No
h233-112.2012,W000413,Aye
h235-114.2015,B001274,No
h235-114.2015,B001275,No
h235-114.2015,D000600,No
h235-114.2015,F000445,No
h235-114.2015,G000546,No
h235-114.2015,G000560,No
h235-114.2015,H001036,No
h235-114.2015,J000289,No
h235-114.2015,R000582,No
h235-114.2015,R000583,No
h235-114.2015,S001165,No
h235-114.2015,S001175,Aye
h235-114.2015,S001196,No
h235-114.2015,W000413,No
h235-114.2015,W000821,No
h235-114.2015,Y000066,No
h235-114.2015,M001181,No
h235-114.2015,N000188,No
h235-114.2015,O000170,No
h235-114.2015,P000608,No
h245-112.2012,B001230,No
h245-112.2012,D000600,Aye
h245-112.2012,F000445,Aye
h245-112.2012,G000546,Aye
h245-112.2012,G000560,Aye
h245-112.2012,G000562,Aye
h245-112.2012,H001036,Aye
h245-112.2012,J000289,Aye
h245-112.2012,L000574,Aye
h245-112.2012,M001181,Aye
h245-112.2012,R000582,Aye
h245-112.2012,R000583,Aye
h245-112.2012,S001165,No
h245-112.2012,S001175,No
h245-112.2012,W000413,Aye
h245-112.2012,B001231,No
h245-112.2012,B001274,Aye
h245-112.2012,B001275,Aye
h250-111.2010,B001230,Yea
h250-111.2010,B001231,Yea
h250-111.2010,D000210,Yea
h250-111.2010,D000600,Yea
h250-111.2010,E000063,Yea
h250-111.2010,F000445,Yea
h250-111.2010,G000546,Yea
h250-111.2010,H001036,Yea
h250-111.2010,H001037,Yea
h250-111.2010,J000289,Yea
h250-111.2010,K000370,Yea
h250-111.2010,K000372,Yea
h250-111.2010,R000582,Yea
h250-111.2010,R000583,Yea
h250-111.2010,S001165,Yea
h250-111.2010,S001175,Yea
h250-111.2010,T000038,Yea
h250-111.2010,W000413,Yea
h250-111.2010,W000792,Yea
h255-113.2013,B001274,Aye
h255-113.2013,B001275,Aye
h255-113.2013,D000600,Aye
h255-113.2013,F000445,Aye
h255-113.2013,G000546,No
h255-113.2013,G000560,No
h255-113.2013,G000562,No
h255-113.2013,H001036,Aye
h255-113.2013,J000289,No
h255-113.2013,M001181,No
h255-113.2013,O000170,Aye
h255-113.2013,P000608,No
h255-113.2013,R000582,No
h255-113.2013,R000583,No
h255-113.2013,S001165,No
h255-113.2013,S001175,Aye
h255-113.2013,W000413,Aye
h260-112.2011,B001230,Nay
h258-111.2010,B001230,Yea
h258-111.2010,B001231,Yea
h258-111.2010,D000210,Yea
h258-111.2010,D000600,Yea
h258-111.2010,E000063,Yea
h258-111.2010,F000445,Yea
h258-111.2010,G000546,Yea
h258-111.2010,H001036,Yea
h258-111.2010,H001037,Yea
h258-111.2010,J000289,Yea
h258-111.2010,K000370,Yea
h258-111.2010,K000372,Yea
h258-111.2010,R000582,Yea
h258-111.2010,R000583,Yea
h258-111.2010,S001165,Yea
h258-111.2010,S001175,Not Voting
h258-111.2010,T000038,Yea
h258-111.2010,W000413,Yea
h258-111.2010,W000792,Yea
h260-112.2011,B001231,Nay
h260-112.2011,B001274,Yea
h260-112.2011,B001275,Yea
h260-112.2011,D000600,Yea
h260-112.2011,F000445,Yea
h260-112.2011,G000546,Yea
h260-112.2011,G000560,Yea
h260-112.2011,G000562,Yea
h260-112.2011,H001036,Yea
h260-112.2011,J000289,Yea
h260-112.2011,L000574,Yea
h260-112.2011,M001181,Yea
h260-112.2011,R000582,Yea
h260-112.2011,R000583,Yea
h260-112.2011,S001165,Nay
h260-112.2011,S001175,Nay
h260-112.2011,W000413,Yea
h260-112.2011,W000792,Nay
h263-112.2012,B001230,Aye
h263-112.2012,B001231,No
h263-112.2012,B001274,No
h263-112.2012,B001275,No
h263-112.2012,D000600,No
h263-112.2012,F000445,No
h263-112.2012,G000546,No
h263-112.2012,G000560,Aye
h263-112.2012,G000562,No
h263-112.2012,H001036,No
h263-112.2012,J000289,Aye
h263-112.2012,L000574,Aye
h263-112.2012,M001181,No
h263-112.2012,R000582,No
h263-112.2012,R000583,Aye
h263-112.2012,S001165,No
h263-112.2012,S001175,No
h263-112.2012,W000413,No
h264-111.2010,B001230,Aye
h264-111.2010,B001231,Aye
h264-111.2010,D000210,Aye
h264-111.2010,D000600,No
h264-111.2010,E000063,Aye
h264-111.2010,F000445,No
h264-111.2010,G000546,No
h264-111.2010,H001036,No
h264-111.2010,H001037,Aye
h264-111.2010,J000289,No
h264-111.2010,K000370,Aye
h264-111.2010,K000372,Aye
h264-111.2010,R000582,No
h264-111.2010,R000583,No
h264-111.2010,S001165,Aye
h264-111.2010,S001175,Aye
h264-111.2010,T000038,Aye
h264-111.2010,W000413,No
h264-111.2010,W000792,Aye
h264-113.2014,B001274,Aye
h264-113.2014,G000560,Aye
h264-113.2014,G000562,Aye
h264-113.2014,H001036,Aye
h264-113.2014,J000289,Aye
h264-113.2014,M001181,Aye
h264-113.2014,O000170,No
h264-113.2014,P000608,No
h264-113.2014,R000582,Aye
h264-113.2014,R000583,Aye
h264-113.2014,S001165,No
h264-113.2014,S001175,No
h264-113.2014,W000413,Aye
h264-113.2014,B001275,Aye
h264-113.2014,D000600,Aye
h264-113.2014,F000445,Aye
h264-113.2014,G000546,Aye
h272-112.2012,B001230,No
h270-112.2012,B001230,Aye
h270-112.2012,B001231,Aye
h270-112.2012,B001274,No
h270-112.2012,B001275,No
h270-112.2012,D000600,No
h270-112.2012,F000445,No
h270-112.2012,G000546,No
h270-112.2012,G000560,No
h270-112.2012,G000562,No
h270-112.2012,H001036,No
h270-112.2012,J000289,No
h270-112.2012,L000574,No
h270-112.2012,M001181,No
h270-112.2012,R000582,No
h270-112.2012,R000583,No
h270-112.2012,S001165,Aye
h270-112.2012,S001175,Not Voting
h270-112.2012,W000413,No
h270-114.2015,A000374,No
h270-114.2015,B001274,Aye
h270-114.2015,B001275,Aye
h270-114.2015,D000600,No
h270-114.2015,F000445,No
h270-114.2015,G000546,Aye
h270-114.2015,G000560,Aye
h270-114.2015,H001036,Aye
h270-114.2015,J000289,Aye
h270-114.2015,M001181,Aye
h270-114.2015,N000188,No
h270-114.2015,O000170,No
h270-114.2015,P000608,No
h270-114.2015,R000582,Not Voting
h270-114.2015,R000583,Aye
h270-114.2015,S001165,No
h270-114.2015,S001175,No
h270-114.2015,S001196,No
h270-114.2015,W000413,No
h270-114.2015,W000821,Aye
h270-114.2015,Y000066,No
h272-112.2012,B001231,No
h272-112.2012,B001274,Aye
h272-112.2012,B001275,Aye
h272-112.2012,D000600,Aye
h272-112.2012,F000445,Aye
h272-112.2012,G000546,Aye
h272-112.2012,G000560,Aye
h272-112.2012,G000562,Aye
h272-112.2012,H001036,Aye
h272-112.2012,J000289,Aye
h272-112.2012,L000574,Aye
h272-112.2012,M001181,No
h272-112.2012,R000582,Aye
h272-112.2012,R000583,Aye
h272-112.2012,S001165,No
h272-112.2012,S001175,Not Voting
h272-112.2012,W000413,Aye
h273-114.2016,A000374,Yea
h273-114.2016,B001274,Yea
h273-114.2016,B001275,Yea
h273-114.2016,D000600,Yea
h273-114.2016,F000445,Yea
h273-114.2016,G000546,Yea
h273-114.2016,G000560,Yea
h273-114.2016,H001036,Yea
h273-114.2016,J000289,Yea
h273-114.2016,M001181,Yea
h273-114.2016,N000188,Nay
h273-114.2016,O000170,Nay
h273-114.2016,P000608,Nay
h273-114.2016,R000582,Yea
h273-114.2016,R000583,Not Voting
h273-114.2016,S001165,Not Voting
h273-114.2016,S001175,Nay
h273-114.2016,S001196,Yea
h273-114.2016,W000413,Yea
h273-114.2016,W000821,Yea
h273-114.2016,Y000066,Yea
h295-114.2015,A000374,Aye
h295-114.2015,D000600,Aye
h295-114.2015,F000445,Aye
h295-114.2015,G000546,Aye
h295-114.2015,G000560,Aye
h295-114.2015,H001036,Aye
h295-114.2015,J000289,Aye
h295-114.2015,M001181,Aye
h295-114.2015,N000188,No
h295-114.2015,O000170,No
h295-114.2015,P000608,No
h295-114.2015,R000582,Not Voting
h295-114.2015,R000583,Aye
h295-114.2015,S001165,No
h295-114.2015,S001175,No
h295-114.2015,S001196,Aye
h295-114.2015,W000413,Aye
h295-114.2015,W000821,Aye
h295-114.2015,Y000066,Aye
h295-114.2015,B001274,Aye
h295-114.2015,B001275,Aye
h302-111.2010,B001230,Yea
h302-111.2010,B001231,Yea
h302-111.2010,D000210,Yea
h302-111.2010,D000600,Yea
h302-111.2010,E000063,Yea
h302-111.2010,F000445,Yea
h302-111.2010,G000546,Not Voting
h302-111.2010,H001036,Yea
h302-111.2010,H001037,Yea
h302-111.2010,J000289,Yea
h302-111.2010,K000370,Yea
h302-111.2010,K000372,Yea
h302-111.2010,R000582,Yea
h302-111.2010,R000583,Yea
h302-111.2010,S001165,Yea
h302-111.2010,S001175,Yea
h302-111.2010,T000038,Yea
h302-111.2010,W000413,Yea
h302-111.2010,W000792,Yea
h333-111.2010,H001036,Aye
h305-111.2009,B001230,Aye
h305-111.2009,B001231,Aye
h305-111.2009,D000210,Aye
h305-111.2009,D000600,Aye
h305-111.2009,E000063,No
h305-111.2009,F000445,Aye
h305-111.2009,G000546,No
h305-111.2009,H001036,Aye
h305-111.2009,H001037,Aye
h305-111.2009,J000289,Aye
h305-111.2009,K000370,Aye
h305-111.2009,K000372,Aye
h312-112.2012,B001230,Aye
h312-112.2012,B001231,Aye
h312-112.2012,B001274,No
h312-112.2012,B001275,No
h312-112.2012,D000600,No
h312-112.2012,F000445,No
h312-112.2012,G000546,No
h312-112.2012,G000560,No
h312-112.2012,G000562,Aye
h312-112.2012,H001036,No
h312-112.2012,J000289,No
h312-112.2012,L000574,No
h312-112.2012,M001181,No
h312-112.2012,R000582,No
h312-112.2012,R000583,No
h312-112.2012,S001165,Aye
h312-112.2012,S001175,Aye
h312-112.2012,W000413,No
h318-111.2009,B001230,Yea
h318-111.2009,B001231,Yea
h318-111.2009,D000210,Yea
h318-111.2009,D000600,Yea
h318-111.2009,E000063,Yea
h318-111.2009,F000445,Yea
h318-111.2009,G000546,Yea
h318-111.2009,H001036,Nay
h318-111.2009,H001037,Yea
h318-111.2009,J000289,Nay
h318-111.2009,K000370,Yea
h318-111.2009,K000372,Yea
h318-111.2009,R000582,Yea
h318-111.2009,R000583,Nay
h318-111.2009,S001165,Yea
h318-111.2009,S001175,Yea
h318-111.2009,T000038,Yea
h318-111.2009,T000057,Yea
h318-111.2009,W000413,Yea
h318-111.2009,W000792,Yea
h330-112.2012,B001230,Aye
h330-112.2012,B001231,No
h330-112.2012,B001274,No
h330-112.2012,B001275,Aye
h330-112.2012,D000600,No
h330-112.2012,F000445,No
h330-112.2012,G000546,No
h330-112.2012,G000560,No
h330-112.2012,G000562,Aye
h330-112.2012,H001036,No
h330-112.2012,J000289,Aye
h330-112.2012,L000574,Aye
h330-112.2012,M001181,Aye
h330-112.2012,R000582,Aye
h330-112.2012,R000583,Aye
h330-112.2012,S001165,No
h330-112.2012,S001175,Aye
h330-112.2012,W000413,No
h333-111.2010,B001230,Aye
h333-111.2010,B001231,Aye
h305-111.2009,R000582,Aye
