vote_id,person_id,vote
h179-112.2011,L000571,Aye
h179-112.2011,M000933,Aye
h179-112.2011,M001154,Aye
h181-114.2015,F000372,Aye
h181-114.2015,H001034,No
h181-114.2015,H001047,No
h181-114.2015,H001064,No
h181-114.2015,K000385,No
h181-114.2015,L000571,Aye
h181-114.2015,L000584,Aye
h181-114.2015,T000467,Aye
h182-114.2016,K000385,Nay
h182-114.2016,L000571,Yea
h182-114.2016,L000584,Yea
h182-114.2016,S000250,Yea
h182-114.2016,T000467,Yea
h189-113.2014,H001034,No
h189-113.2014,F000372,No
h189-113.2014,N000187,No
h189-113.2014,S000250,Aye
h189-113.2014,T000467,No
h182-114.2016,F000372,Yea
h182-114.2016,H001034,Nay
h182-114.2016,H001047,Nay
h182-114.2016,H001064,Nay
h189-113.2014,H001047,Aye
h189-113.2014,H001064,No
h189-113.2014,K000385,No
h189-113.2014,L000571,Aye
h189-113.2014,M000933,No
h207-114.2015,S000250,Aye
h196-113.2014,F000372,Yea
h196-113.2014,H001034,Yea
h196-113.2014,H001047,Yea
h196-113.2014,H001064,Yea
h196-113.2014,K000385,Not Voting
h196-113.2014,L000571,Yea
h196-113.2014,M000933,Not Voting
h196-113.2014,N000187,Nay
h196-113.2014,S000250,Yea
h196-113.2014,T000467,Nay
h204-114.2016,F000372,No
h204-114.2016,H001034,Aye
h204-114.2016,H001047,Aye
h204-114.2016,H001064,Aye
h204-114.2016,K000385,Aye
h204-114.2016,L000571,No
h204-114.2016,L000584,No
h204-114.2016,S000250,No
h204-114.2016,T000467,No
h207-114.2015,F000372,Aye
h207-114.2015,H001034,No
h207-114.2015,H001047,No
h207-114.2015,H001064,No
h207-114.2015,K000385,No
h207-114.2015,L000571,Aye
h207-114.2015,L000584,Aye
h207-114.2015,T000467,Aye
h208-113.2014,F000372,Yea
h208-113.2014,H001034,Yea
h208-113.2014,H001047,Yea
h208-113.2014,H001064,Yea
h208-113.2014,K000385,Yea
h208-113.2014,L000571,Yea
h208-113.2014,M000933,Yea
h208-113.2014,N000187,Yea
h208-113.2014,S000250,Nay
h208-113.2014,T000467,Yea
h243-114.2015,F000372,Yea
h214-112.2011,F000372,Not Voting
h214-112.2011,H001034,No
h214-112.2011,H001047,No
h214-112.2011,L000571,Aye
h214-112.2011,M000933,No
h214-112.2011,M001154,No
h214-112.2011,S000250,Aye
h214-112.2011,S001174,No
h214-112.2011,T000467,Aye
h235-113.2013,F000372,No
h235-113.2013,H001034,Aye
h235-113.2013,H001047,Aye
h235-113.2013,H001064,No
h235-113.2013,K000385,No
h235-113.2013,L000571,Aye
h235-113.2013,M000933,Aye
h235-113.2013,N000187,No
h235-113.2013,S000250,No
h235-113.2013,T000467,Aye
h243-114.2015,H001034,Nay
h243-114.2015,H001047,Nay
h243-114.2015,H001064,Nay
h251-111.2009,S000250,Aye
h243-114.2015,S000250,Yea
h243-114.2015,T000467,Yea
h250-111.2009,B000716,Aye
h250-111.2009,B001229,Aye
h250-111.2009,B001245,Aye
h250-111.2009,C001065,Aye
h250-111.2009,D000168,Aye
h250-111.2009,F000372,Aye
h250-111.2009,H001030,Aye
h250-111.2009,H001034,No
h250-111.2009,H001047,Not Voting
h250-111.2009,L000571,Aye
h250-111.2009,M000933,Aye
h250-111.2009,M001154,Aye
h243-114.2015,K000385,Nay
h243-114.2015,L000571,Yea
h243-114.2015,L000584,Yea
h250-111.2009,P000586,Aye
h250-111.2009,S000250,Aye
h250-111.2009,S000275,Aye
h250-111.2009,S000672,Aye
h250-111.2009,S001174,Aye
h250-111.2009,T000467,Aye
h251-111.2009,B000716,Aye
h251-111.2009,B001229,Aye
h251-111.2009,B001245,Aye
h251-111.2009,S000275,No
h251-111.2009,S000672,Aye
h251-111.2009,S001174,Aye
h251-111.2009,T000467,Aye
h283-112.2011,L000571,No
h251-111.2009,C001065,Aye
h251-111.2009,D000168,Aye
h251-111.2009,F000372,Aye
h251-111.2009,H001030,Aye
h251-111.2009,H001034,Aye
h251-111.2009,H001047,Not Voting
h283-112.2011,F000372,No
h283-112.2011,H001034,Aye
h283-112.2011,H001047,Aye
h251-111.2009,L000571,Aye
h251-111.2009,M000933,Aye
h251-111.2009,M001154,Aye
h251-111.2009,P000586,Aye
h283-112.2011,S001174,Aye
h283-112.2011,T000467,No
h283-112.2011,M000933,Aye
h283-112.2011,M001154,Aye
h283-112.2011,S000250,No
h300-112.2011,F000372,No
h296-111.2010,B000716,Aye
h296-111.2010,B001229,Aye
h296-111.2010,C001065,Aye
h296-111.2010,F000372,Aye
h296-111.2010,H001030,Aye
h296-111.2010,H001034,Not Voting
h296-111.2010,H001047,Aye
h296-111.2010,L000571,Aye
h296-111.2010,M000933,Aye
h296-111.2010,M001154,Aye
h296-111.2010,P000586,Aye
h296-111.2010,S000250,Aye
h296-111.2010,S000275,Aye
h296-111.2010,S000672,Aye
h296-111.2010,S001174,Aye
h296-111.2010,T000467,Aye
h298-111.2010,B000716,Yea
h298-111.2010,B001229,Yea
h298-111.2010,C001065,Yea
h298-111.2010,F000372,Yea
h298-111.2010,H001030,Yea
h298-111.2010,H001034,Yea
h298-111.2010,H001047,Not Voting
h298-111.2010,L000571,Yea
h298-111.2010,M000933,Yea
h298-111.2010,M001154,Yea
h298-111.2010,P000586,Yea
h298-111.2010,S000250,Yea
h298-111.2010,S000275,Nay
h298-111.2010,S000672,Yea
h298-111.2010,S001174,Yea
h298-111.2010,T000467,Yea
h300-112.2011,S000250,No
h300-112.2011,S001174,Aye
h300-112.2011,T000467,No
h300-112.2011,H001034,Aye
h307-111.2009,T000467,Aye
h307-111.2009,B000716,Aye
h307-111.2009,B001229,Aye
h307-111.2009,C001065,Aye
h307-111.2009,D000168,No
h307-111.2009,F000372,Aye
h300-112.2011,H001047,Aye
h300-112.2011,L000571,No
h300-112.2011,M000933,Aye
h300-112.2011,M001154,Aye
h307-111.2009,H001030,Aye
h307-111.2009,H001034,Aye
h307-111.2009,H001047,Aye
h307-111.2009,L000571,Aye
h307-111.2009,M000933,Aye
h314-114.2015,F000372,No
h307-111.2009,M001154,Aye
h307-111.2009,P000586,Aye
h307-111.2009,S000250,Aye
h307-111.2009,S000275,Aye
h307-111.2009,S000672,Aye
h307-111.2009,S001174,Aye
h314-114.2015,T000467,No
h314-114.2015,L000571,Aye
h314-114.2015,L000584,Aye
h314-114.2015,S000250,Aye
h314-114.2015,H001034,No
h314-114.2015,H001047,No
h314-114.2015,H001064,No
h314-114.2015,K000385,No
h331-111.2010,H001030,No
h331-111.2010,P000586,Aye
h331-111.2010,S000250,Aye
h331-111.2010,S000275,Aye
h331-111.2010,S000672,No
h331-111.2010,S001174,No
h331-111.2010,T000467,Aye
h331-111.2010,B000716,No
h331-111.2010,B001229,No
h331-111.2010,C001065,No
h331-111.2010,F000372,Aye
h331-111.2010,H001034,No
h331-111.2010,H001047,No
h331-111.2010,L000571,Aye
h331-111.2010,M000933,No
h331-111.2010,M001154,No
h345-112.2011,S000250,No
h345-112.2011,L000571,No
h345-112.2011,M000933,Aye
h345-112.2011,M001154,Aye
h333-113.2014,F000372,No
h333-113.2014,H001034,No
h333-113.2014,H001047,No
h333-113.2014,H001064,No
h333-113.2014,K000385,No
h333-113.2014,L000571,Aye
h333-113.2014,M000933,No
h333-113.2014,N000187,No
h333-113.2014,S000250,No
h333-113.2014,T000467,No
h345-112.2011,F000372,Not Voting
h345-112.2011,H001034,Aye
h345-112.2011,H001047,Aye
h345-112.2011,S001174,Aye
h345-112.2011,T000467,No
h345-113.2014,N000187,Aye
h345-113.2014,S000250,No
h345-113.2014,T000467,No
h366-112.2011,H001034,Aye
h345-113.2014,F000372,No
h350-114.2016,F000372,Yea
h350-114.2016,H001034,Yea
h350-114.2016,H001047,Yea
h350-114.2016,H001064,Yea
h350-114.2016,K000385,Yea
h350-114.2016,L000571,Yea
h350-114.2016,L000584,Yea
h350-114.2016,S000250,Yea
h350-114.2016,T000467,Yea
h366-112.2011,S000250,Aye
h366-112.2011,S001174,Aye
h366-112.2011,T000467,Aye
h345-113.2014,H001034,Aye
h345-113.2014,H001047,Aye
h345-113.2014,H001064,Aye
h345-113.2014,K000385,Aye
h345-113.2014,L000571,No
h345-113.2014,M000933,Aye
h348-113.2013,F000372,Nay
h348-113.2013,H001034,Yea
h348-113.2013,H001047,Yea
h348-113.2013,H001064,Yea
h348-113.2013,K000385,Yea
h348-113.2013,L000571,Nay
h348-113.2013,M000933,Yea
h348-113.2013,N000187,Not Voting
h348-113.2013,S000250,Nay
h348-113.2013,T000467,Nay
h366-112.2011,F000372,Aye
h366-112.2011,H001047,Aye
h366-112.2011,L000571,Aye
h366-112.2011,M000933,No
h366-112.2011,M001154,Aye
h369-111.2010,B000716,No
h369-111.2010,C001065,Aye
h369-111.2010,F000372,No
h369-111.2010,H001030,No
h369-111.2010,H001034,Aye
h369-111.2010,H001047,Aye
h369-111.2010,L000571,No
h369-111.2010,M000933,Aye
h369-111.2010,M001154,Aye
h369-111.2010,P000586,No
h369-111.2010,B001229,Aye
h369-112.2012,F000372,No
h369-111.2010,S000250,No
h369-111.2010,S000275,No
h369-111.2010,S000672,Aye
h369-111.2010,S001174,Aye
h369-111.2010,T000467,No
h369-112.2012,S000250,No
h369-112.2012,S001174,Aye
h369-112.2012,T000467,No
h387-114.2016,T000467,Yea
h381-112.2011,S001174,Nay
h381-112.2011,T000467,Yea
h369-112.2012,H001034,Aye
h369-112.2012,H001047,Aye
h369-112.2012,L000571,No
h369-112.2012,M000933,Aye
h369-112.2012,M001154,Aye
h369-114.2015,F000372,Aye
h369-114.2015,H001034,No
h369-114.2015,H001047,No
h369-114.2015,H001064,Aye
h369-114.2015,K000385,No
h369-114.2015,L000571,No
h369-114.2015,L000584,Aye
h369-114.2015,S000250,Aye
h369-114.2015,T000467,Aye
h381-112.2011,F000372,Yea
h381-112.2011,H001034,Nay
h381-112.2011,H001047,Nay
h381-112.2011,L000571,Yea
h381-112.2011,M000933,Nay
h381-112.2011,M001154,Nay
h381-112.2011,S000250,Yea
h387-114.2016,F000372,Yea
h387-114.2016,H001034,Nay
h387-114.2016,H001047,Nay
h387-114.2016,H001064,Nay
h387-114.2016,K000385,Nay
h387-114.2016,L000571,Yea
h387-114.2016,L000584,Yea
h387-114.2016,S000250,Yea
h394-112.2012,S000250,No
h394-112.2012,F000372,No
h394-112.2012,H001034,Aye
h394-112.2012,H001047,Aye
h394-112.2012,L000571,No
h394-112.2012,M000933,Aye
h394-112.2012,M001154,Aye
h394-112.2012,S001174,Aye
h394-112.2012,T000467,No
h395-112.2011,F000372,Not Voting
h395-112.2011,H001034,Not Voting
h395-112.2011,H001047,No
h395-112.2011,L000571,Aye
h395-112.2011,M000933,No
h395-112.2011,M001154,No
h403-111.2010,C001065,Yea
h395-112.2011,S000250,Aye
h395-112.2011,S001174,No
h395-112.2011,T000467,Aye
h403-111.2010,L000571,Yea
h403-111.2010,M000933,Yea
h403-111.2010,M001154,Yea
h403-111.2010,P000586,Yea
h403-111.2010,S000250,Yea
h403-111.2010,S000275,Yea
h403-111.2010,S000672,Yea
h403-111.2010,S001174,Yea
h403-111.2010,T000467,Yea
h403-111.2010,B000716,Yea
h403-111.2010,B001229,Yea
h403-111.2010,F000372,Yea
h403-111.2010,H001030,Yea
h403-111.2010,H001034,Yea
h403-111.2010,H001047,Yea
h407-114.2015,H001034,No
h405-113.2014,F000372,Yea
h405-113.2014,H001034,Yea
h405-113.2014,H001047,Yea
h405-113.2014,H001064,Yea
h405-113.2014,K000385,Yea
h405-113.2014,L000571,Yea
h405-113.2014,M000933,Yea
h405-113.2014,N000187,Yea
h405-113.2014,S000250,Yea
h405-113.2014,T000467,Not Voting
h407-114.2015,F000372,No
h407-114.2015,S000250,Aye
h407-114.2015,T000467,No
h407-114.2015,H001047,No
h407-114.2015,H001064,No
h407-114.2015,K000385,No
h407-114.2015,L000571,Aye
h407-114.2015,L000584,Aye
h411-114.2016,F000372,No
h411-114.2016,L000584,No
h411-114.2016,S000250,No
h411-114.2016,H001034,Aye
h411-114.2016,H001047,Aye
h411-114.2016,H001064,Aye
h411-114.2016,K000385,Aye
h411-114.2016,L000571,No
h426-112.2012,F000372,No
h411-114.2016,T000467,No
h426-112.2012,S000250,Aye
h426-112.2012,S001174,No
h426-112.2012,T000467,No
h426-112.2012,H001034,No
h426-112.2012,H001047,No
h447-111.2009,C001065,No
h433-112.2012,F000372,No
h433-112.2012,H001034,No
h433-112.2012,H001047,No
h426-112.2012,L000571,Aye
h426-112.2012,M000933,No
h426-112.2012,M001154,No
h426-113.2014,F000372,No
h426-113.2014,H001034,Aye
h426-113.2014,H001047,Aye
h426-113.2014,H001064,Aye
h426-113.2014,K000385,Aye
h426-113.2014,L000571,No
h426-113.2014,M000933,Aye
h426-113.2014,N000187,Aye
h426-113.2014,S000250,No
h426-113.2014,T000467,No
h433-112.2012,L000571,Aye
h433-112.2012,M000933,No
h433-112.2012,M001154,No
h433-112.2012,S000250,Aye
h433-112.2012,S001174,No
h433-112.2012,T000467,No
h447-111.2009,D000168,Aye
h447-111.2009,F000372,No
h447-111.2009,H001030,No
h447-111.2009,H001034,No
h447-111.2009,H001047,No
h447-111.2009,L000571,Aye
h447-111.2009,M000933,No
h447-111.2009,M001154,No
h447-111.2009,P000586,No
h447-111.2009,S000250,Aye
h447-111.2009,B000716,No
h447-111.2009,B001229,Aye
h447-111.2009,B001245,No
h447-111.2009,S000275,Aye
h447-111.2009,S000672,No
h447-111.2009,S001174,No
h447-111.2009,T000467,No
h452-113.2013,M000933,Yea
h452-113.2013,T000467,Yea
h452-113.2013,F000372,Yea
h452-113.2013,H001034,Yea
h452-113.2013,H001047,Yea
h452-113.2013,H001064,Not Voting
h452-113.2013,K000385,Yea
h452-113.2013,L000571,Yea
h452-113.2013,N000187,Yea
h452-113.2013,S000250,Yea
h455-111.2010,B000716,Yea
h455-111.2010,P000586,Yea
h455-111.2010,H001030,Yea
h455-111.2010,H001034,Yea
h455-111.2010,H001047,Yea
h455-111.2010,L000571,Nay
h455-111.2010,M000933,Yea
h455-111.2010,M001154,Yea
h455-111.2010,B001229,Yea
h455-111.2010,C001065,Yea
h455-111.2010,F000372,Yea
h455-111.2010,S000250,Nay
h455-111.2010,S000275,Nay
h455-111.2010,S000672,Yea
h455-111.2010,S001174,Yea
h455-111.2010,T000467,Nay
h464-111.2009,B000716,Yea
h464-111.2009,B001229,Yea
h464-111.2009,C001065,Nay
h464-111.2009,D000168,Nay
h464-111.2009,P000586,Nay
h464-111.2009,S000250,Nay
h464-111.2009,S000275,Nay
h464-111.2009,S000672,Yea
h464-111.2009,S001174,Not Voting
h464-111.2009,T000467,Nay
h464-111.2009,F000372,Nay
h469-112.2012,F000372,Yea
h466-114.2016,K000385,Yea
h466-114.2016,L000571,Yea
h466-114.2016,L000584,Yea
h466-114.2016,S000250,Yea
h466-114.2016,T000467,Yea
h464-111.2009,H001030,Yea
h464-111.2009,H001034,Yea
h464-111.2009,H001047,Yea
h464-111.2009,L000571,Nay
h464-111.2009,M000933,Yea
h464-111.2009,M001154,Yea
h466-114.2016,F000372,Yea
h466-114.2016,H001034,Nay
h466-114.2016,H001047,Nay
h466-114.2016,H001064,Nay
h487-113.2014,K000385,Aye
h469-112.2012,H001034,Yea
h469-112.2012,H001047,Yea
h469-112.2012,L000571,Yea
h469-112.2012,M000933,Yea
h469-112.2012,M001154,Yea
h472-114.2016,F000372,No
h472-114.2016,H001034,Aye
h472-114.2016,H001047,Aye
h472-114.2016,H001064,Aye
h472-114.2016,K000385,Aye
h472-114.2016,L000571,No
h472-114.2016,L000584,No
h472-114.2016,S000250,No
h486-111.2009,B000716,Aye
h486-111.2009,B001229,Aye
h486-111.2009,C001065,Aye
h486-111.2009,D000168,Aye
h486-111.2009,F000372,Aye
h486-111.2009,H001030,Aye
h486-111.2009,H001034,Aye
h486-111.2009,H001047,Aye
h486-111.2009,L000571,Aye
h486-111.2009,M000933,Aye
h486-111.2009,M001154,Aye
h486-111.2009,P000586,Aye
h486-111.2009,S000250,No
h486-111.2009,S000275,No
h486-111.2009,S000672,Aye
h486-111.2009,S001174,Aye
h486-111.2009,T000467,Aye
h487-113.2014,F000372,No
h487-113.2014,H001034,Not Voting
h487-113.2014,H001047,Aye
h487-113.2014,H001064,Aye
h469-112.2012,S000250,Yea
h469-112.2012,S001174,Yea
h469-112.2012,T000467,Yea
h472-114.2016,T000467,No
h487-113.2014,S000250,No
h487-113.2014,T000467,No
h487-113.2014,L000571,No
h487-113.2014,M000933,Aye
h487-113.2014,N000187,Aye
h494-113.2013,T000467,Yea
h494-113.2013,F000372,Yea
h494-113.2013,H001034,Nay
h494-113.2013,H001047,Nay
h494-113.2013,H001064,Nay
h494-113.2013,K000385,Nay
h494-113.2013,L000571,Yea
h494-113.2013,M000933,Nay
h494-113.2013,N000187,Nay
h494-113.2013,S000250,Yea
h497-112.2011,F000372,No
h497-112.2011,H001034,Aye
h497-112.2011,H001047,Aye
h497-112.2011,L000571,No
h497-112.2011,M000933,Aye
h497-112.2011,M001154,No
h509-113.2013,K000385,Nay
h497-112.2011,S000250,No
h497-112.2011,S001174,Aye
h497-112.2011,T000467,No
h509-113.2013,L000571,Yea
h509-113.2013,M000933,Nay
h509-113.2013,N000187,Nay
h509-113.2013,S000250,Yea
h509-113.2013,T000467,Yea
h521-113.2013,F000372,Yea
h520-113.2013,F000372,Yea
h520-113.2013,H001034,Nay
h520-113.2013,H001047,Nay
h520-113.2013,H001064,Not Voting
h520-113.2013,K000385,Nay
h509-113.2013,F000372,Yea
h509-113.2013,H001034,Nay
h509-113.2013,H001047,Nay
h509-113.2013,H001064,Nay
h520-113.2013,L000571,Not Voting
h520-113.2013,M000933,Nay
h520-113.2013,N000187,Nay
h520-113.2013,S000250,Yea
h520-113.2013,T000467,Yea
h521-113.2013,H001034,Nay
h521-113.2013,H001047,Nay
h521-113.2013,H001064,Not Voting
h521-113.2013,K000385,Nay
h521-113.2013,L000571,Not Voting
h521-113.2013,M000933,Nay
h521-113.2013,N000187,Nay
h521-113.2013,S000250,Yea
h521-113.2013,T000467,Yea
h532-112.2012,S000250,Aye
h532-112.2012,H001034,No
h532-112.2012,H001047,No
h532-112.2012,L000571,Aye
h532-112.2012,M000933,No
h532-112.2012,M001154,Not Voting
h532-112.2012,F000372,Aye
h532-112.2012,S001174,No
h532-112.2012,T000467,Aye
h572-114.2015,F000372,Yea
h546-112.2012,M001154,Yea
h546-112.2012,S000250,Yea
h546-112.2012,S001174,Yea
h546-112.2012,T000467,Yea
h556-111.2010,B000716,Yea
h556-111.2010,B001229,Yea
h556-111.2010,C001065,Yea
h556-111.2010,F000372,Yea
h556-111.2010,H001030,Yea
h556-111.2010,H001034,Yea
h556-111.2010,H001047,Yea
h556-111.2010,L000571,Yea
h556-111.2010,M000933,Yea
h556-111.2010,M001154,Yea
h556-111.2010,P000586,Yea
h556-111.2010,S000250,Yea
h556-111.2010,S000275,Yea
h556-111.2010,S000672,Yea
h556-111.2010,S001174,Yea
h556-111.2010,T000467,Yea
h559-114.2015,H001034,Nay
h559-114.2015,H001047,Nay
h559-114.2015,H001064,Nay
h559-114.2015,K000385,Not Voting
h559-114.2015,L000571,Yea
h559-114.2015,L000584,Yea
h559-114.2015,S000250,Yea
h559-114.2015,T000467,Yea
h546-112.2012,F000372,Yea
h546-112.2012,H001034,Yea
h546-112.2012,H001047,Yea
h546-112.2012,L000571,Yea
h546-112.2012,M000933,Yea
h559-114.2015,F000372,Yea
h565-112.2011,F000372,No
h565-112.2011,H001034,Aye
h565-112.2011,H001047,Aye
h565-112.2011,L000571,No
h565-112.2011,M000933,Aye
h565-112.2011,M001154,Aye
h565-112.2011,S000250,No
h565-112.2011,S001174,Aye
h565-112.2011,T000467,No
h572-114.2015,S000250,Nay
h572-114.2015,T000467,Yea
h583-112.2012,L000571,No
h580-111.2009,S000672,No
h580-111.2009,S001174,No
h580-111.2009,T000467,Aye
h583-112.2012,F000372,No
h583-112.2012,H001034,Aye
h583-112.2012,H001047,Aye
h572-114.2015,H001034,Yea
h572-114.2015,H001047,Yea
h572-114.2015,H001064,Yea
h572-114.2015,K000385,Yea
h572-114.2015,L000571,Nay
h572-114.2015,L000584,Nay
h580-111.2009,B000716,No
h580-111.2009,B001229,No
h580-111.2009,B001245,Not Voting
h580-111.2009,C001065,No
h580-111.2009,D000168,Aye
h580-111.2009,F000372,No
h580-111.2009,H001030,No
h580-111.2009,H001034,No
h580-111.2009,H001047,No
h580-111.2009,L000571,Aye
h580-111.2009,M000933,No
h580-111.2009,M001154,No
h580-111.2009,P000586,Aye
h580-111.2009,S000250,Aye
h580-111.2009,S000275,Aye
h583-112.2012,S000250,No
h583-112.2012,S001174,Aye
h583-112.2012,T000467,No
h583-112.2012,M000933,Aye
h583-112.2012,M001154,Aye
h589-112.2012,F000372,Yea
h586-113.2013,T000467,Nay
h586-113.2013,F000372,Nay
h586-113.2013,H001034,Yea
h586-113.2013,H001047,Yea
h586-113.2013,H001064,Yea
h586-113.2013,K000385,Yea
h586-113.2013,L000571,Nay
h586-113.2013,M000933,Yea
h586-113.2013,N000187,Yea
h586-113.2013,S000250,Nay
h589-112.2012,H001034,Nay
h589-112.2012,H001047,Nay
h589-112.2012,L000571,Yea
h589-112.2012,M000933,Nay
h589-112.2012,M001154,Nay
h589-112.2012,S000250,Yea
h589-112.2012,S001174,Nay
h589-112.2012,T000467,Yea
h593-112.2011,M001154,No
h593-112.2011,S000250,Aye
h593-112.2011,S001174,No
h593-112.2011,T000467,Aye
h610-114.2015,F000372,Aye
h593-112.2011,H001034,No
h593-112.2011,H001047,No
h593-112.2011,L000571,Aye
h593-112.2011,M000933,No
h607-111.2010,B000716,Not Voting
h607-111.2010,B001229,Aye
h607-111.2010,C001065,Aye
h607-111.2010,F000372,Aye
h607-111.2010,H001030,Aye
h607-111.2010,H001034,No
h607-111.2010,H001047,Aye
h607-111.2010,L000571,Aye
h607-111.2010,M000933,Aye
h607-111.2010,M001154,Aye
h607-111.2010,P000586,Not Voting
h607-111.2010,S000250,Aye
h607-111.2010,S000275,Aye
h607-111.2010,S000672,Aye
h610-114.2015,S000250,Aye
h610-114.2015,T000467,No
h593-112.2011,F000372,Aye
h607-111.2010,S001174,Aye
h607-111.2010,T000467,Aye
h610-114.2015,H001064,No
h610-114.2015,K000385,No
h610-114.2015,L000571,Aye
h610-114.2015,L000584,Aye
h610-114.2015,H001034,No
h610-114.2015,H001047,No
h612-113.2013,F000372,Yea
h612-113.2013,H001034,Yea
h612-113.2013,T000467,Yea
h612-113.2013,H001047,Yea
h612-113.2013,H001064,Yea
h612-113.2013,K000385,Yea
h612-113.2013,L000571,Not Voting
h612-113.2013,M000933,Yea
h616-113.2013,N000187,Yea
h612-113.2013,N000187,Yea
h612-113.2013,S000250,Yea
h616-113.2013,S000250,Yea
h616-113.2013,T000467,Yea
h627-114.2015,F000372,Yea
h616-113.2013,F000372,Yea
h616-113.2013,H001034,Yea
h616-113.2013,H001047,Yea
h616-113.2013,H001064,Yea
h616-113.2013,K000385,Yea
h616-113.2013,L000571,Not Voting
h616-113.2013,M000933,Yea
h627-114.2015,H001034,Yea
h627-114.2015,H001047,Yea
h627-114.2015,H001064,Yea
h627-114.2015,K000385,Yea
h627-114.2015,L000571,Yea
h627-114.2015,L000584,Yea
h664-111.2009,S000672,No
h637-112.2011,T000467,Yea
h664-111.2009,B000716,No
h664-111.2009,B001229,No
h664-111.2009,B001245,No
h664-111.2009,C001065,No
h627-114.2015,S000250,Yea
h627-114.2015,T000467,Yea
h637-112.2011,F000372,Yea
h637-112.2011,H001034,Nay
h637-112.2011,H001047,Nay
h637-112.2011,L000571,Yea
h637-112.2011,M000933,Nay
h637-112.2011,M001154,Nay
h637-112.2011,S000250,Yea
h637-112.2011,S001174,Nay
h664-111.2009,S001174,No
h664-111.2009,T000467,No
h672-114.2015,S000250,Aye
h664-111.2009,L000571,Aye
h664-111.2009,M000933,No
h664-111.2009,M001154,No
h664-111.2009,P000586,No
h664-111.2009,S000250,Aye
h664-111.2009,S000275,Aye
h672-114.2015,F000372,Aye
h672-114.2015,H001034,No
h672-114.2015,H001047,No
h664-111.2009,D000168,Aye
h664-111.2009,F000372,No
h664-111.2009,H001030,No
h664-111.2009,H001034,No
h664-111.2009,H001047,No
h672-114.2015,T000467,Aye
h699-114.2015,S000250,Yea
h699-114.2015,F000372,Yea
h699-114.2015,H001034,Yea
h699-114.2015,H001047,Yea
h672-114.2015,H001064,No
h672-114.2015,K000385,No
h672-114.2015,L000571,Aye
h672-114.2015,L000584,Aye
h699-114.2015,H001064,Yea
h699-114.2015,K000385,Yea
h699-114.2015,L000571,Yea
h699-114.2015,L000584,Yea
h699-114.2015,T000467,Yea
h716-111.2009,B000716,Aye
h716-111.2009,B001229,Aye
h716-111.2009,B001245,Aye
h716-111.2009,C001065,Aye
h716-111.2009,D000168,Aye
h716-111.2009,F000372,Aye
h716-111.2009,H001030,Aye
h716-111.2009,H001034,Aye
h716-111.2009,H001047,Aye
h716-111.2009,L000571,Aye
h716-111.2009,M000933,Aye
h716-111.2009,M001154,Aye
h777-112.2011,T000467,No
h716-111.2009,P000586,Aye
h716-111.2009,S000250,Aye
h716-111.2009,S000275,Aye
h716-111.2009,S000672,Aye
h716-111.2009,S001174,Aye
h716-111.2009,T000467,Aye
h809-111.2009,B000716,Yea
h777-112.2011,F000372,No
h777-112.2011,H001034,Aye
h777-112.2011,H001047,Aye
h777-112.2011,L000571,No
h809-111.2009,M000933,Yea
