vote_id,person_id,vote
h506-112.2012,C000794,Aye
h506-112.2012,C001087,No
h506-112.2012,D000616,No
h506-112.2012,G000559,Not Voting
h506-112.2012,L000563,Aye
h506-112.2012,S001189,No
h506-112.2012,T000326,Aye
h506-112.2012,T000465,Not Voting
h506-112.2012,W000797,Aye
h506-112.2012,W000806,No
h507-111.2009,B000652,No
h507-111.2009,C000794,Not Voting
h507-111.2009,D000608,No
h507-111.2009,L000563,No
h507-111.2009,T000326,No
h507-111.2009,T000465,No
h507-111.2009,W000797,No
h513-113.2014,C001087,Yea
h513-113.2014,C001096,Yea
h513-113.2014,D000616,Not Voting
h513-113.2014,F000462,Nay
h513-113.2014,G000559,Yea
h513-113.2014,L000563,Nay
h513-113.2014,S001189,Yea
h513-113.2014,T000465,Nay
h513-113.2014,W000797,Not Voting
h513-113.2014,W000806,Yea
h571-112.2012,B000652,Yea
h529-111.2009,B000652,Yea
h529-111.2009,C000794,Yea
h529-111.2009,D000608,Yea
h529-111.2009,L000563,Yea
h529-111.2009,T000326,Yea
h529-111.2009,T000465,Yea
h529-111.2009,W000797,Yea
h556-114.2015,B001291,Aye
h556-114.2015,C001087,Aye
h556-114.2015,C001096,Aye
h556-114.2015,D000616,Aye
h556-114.2015,F000462,No
h556-114.2015,G000559,No
h556-114.2015,L000563,No
h556-114.2015,S001189,Aye
h556-114.2015,T000465,No
h556-114.2015,W000797,No
h556-114.2015,W000806,Aye
h560-111.2010,B000652,Yea
h560-111.2010,C000794,Yea
h560-111.2010,D000608,Yea
h560-111.2010,G000559,Yea
h560-111.2010,L000563,Yea
h560-111.2010,T000326,Yea
h560-111.2010,T000465,Yea
h560-111.2010,W000797,Yea
h545-114.2016,B001291,Yea
h545-114.2016,C001087,Yea
h545-114.2016,C001096,Yea
h545-114.2016,D000616,Yea
h545-114.2016,F000462,Yea
h545-114.2016,G000559,Yea
h545-114.2016,L000563,Yea
h545-114.2016,S001189,Yea
h545-114.2016,T000465,Yea
h545-114.2016,W000797,Yea
h545-114.2016,W000806,Yea
h563-112.2011,B000652,Nay
h563-112.2011,C000794,Yea
h563-112.2011,C001087,Yea
h563-112.2011,D000616,Yea
h563-112.2011,G000559,Nay
h563-112.2011,L000563,Nay
h563-112.2011,S001189,Yea
h563-112.2011,T000326,Nay
h563-112.2011,T000465,Nay
h563-112.2011,W000797,Nay
h563-112.2011,W000806,Yea
h571-112.2012,C000794,Yea
h571-112.2012,C001087,Yea
h571-112.2012,D000616,Yea
h571-112.2012,G000559,Yea
h571-112.2012,L000563,Yea
h571-112.2012,S001189,Nay
h571-112.2012,T000326,Not Voting
h571-112.2012,T000465,Yea
h571-112.2012,W000797,Yea
h571-112.2012,W000806,Nay
h665-111.2009,B000652,No
h594-112.2011,B000652,No
h594-112.2011,C000794,No
h594-112.2011,C001087,No
h594-112.2011,D000616,No
h594-112.2011,G000559,No
h594-112.2011,L000563,No
h594-112.2011,S001189,Aye
h594-112.2011,T000326,No
h594-112.2011,T000465,No
h594-112.2011,W000797,No
h594-112.2011,W000806,No
h621-112.2012,B000652,Nay
h621-112.2012,C000794,Not Voting
h621-112.2012,C001087,Yea
h621-112.2012,D000616,Yea
h621-112.2012,G000559,Nay
h621-112.2012,L000563,Nay
h621-112.2012,S001189,Yea
h621-112.2012,T000326,Nay
h621-112.2012,T000465,Nay
h621-112.2012,W000797,Nay
h621-112.2012,W000806,Yea
h657-111.2009,B000652,Yea
h657-111.2009,C000794,Yea
h657-111.2009,D000608,Yea
h657-111.2009,L000563,Yea
h657-111.2009,T000326,Yea
h657-111.2009,T000465,Yea
h657-111.2009,W000797,Yea
h579-112.2011,B000652,Aye
h579-112.2011,C000794,Aye
h579-112.2011,C001087,No
h579-112.2011,D000616,Aye
h579-112.2011,G000559,Aye
h579-112.2011,L000563,Aye
h579-112.2011,S001189,Aye
h579-112.2011,T000326,No
h579-112.2011,T000465,Aye
h579-112.2011,W000797,Aye
h579-112.2011,W000806,No
h648-114.2015,B001291,Yea
h648-114.2015,C001087,Yea
h648-114.2015,C001096,Yea
h648-114.2015,D000616,Yea
h648-114.2015,F000462,Yea
h648-114.2015,G000559,Yea
h648-114.2015,L000563,Yea
h648-114.2015,S001189,Yea
h648-114.2015,T000465,Yea
h648-114.2015,W000797,Yea
h648-114.2015,W000806,Yea
h665-111.2009,C000794,No
h665-111.2009,D000608,No
h665-111.2009,L000563,No
h665-111.2009,T000326,No
h665-111.2009,T000465,No
h665-111.2009,W000797,No
h783-112.2011,B000652,Nay
h783-112.2011,G000559,Nay
h783-112.2011,L000563,Nay
h783-112.2011,S001189,Yea
h783-112.2011,T000326,Nay
h783-112.2011,T000465,Nay
h783-112.2011,W000797,Yea
h783-112.2011,W000806,Yea
h818-112.2011,B000652,Yea
h818-112.2011,C000794,Yea
h818-112.2011,C001087,Yea
h818-112.2011,D000616,Yea
h818-112.2011,G000559,Yea
h818-112.2011,L000563,Yea
h818-112.2011,S001189,Yea
h818-112.2011,T000326,Yea
h818-112.2011,T000465,Yea
h818-112.2011,W000797,Yea
h818-112.2011,W000806,Yea
h783-112.2011,C000794,Nay
h783-112.2011,C001087,Yea
h783-112.2011,D000616,Yea
h869-112.2011,B000652,No
h869-112.2011,C000794,No
h869-112.2011,C001087,Aye
h869-112.2011,D000616,Aye
h869-112.2011,G000559,No
h869-112.2011,L000563,No
h869-112.2011,S001189,Aye
h869-112.2011,T000326,No
h869-112.2011,T000465,No
h869-112.2011,W000797,Not Voting
h869-112.2011,W000806,Aye
h962-111.2009,B000652,Aye
h962-111.2009,C000794,Aye
h962-111.2009,D000608,Aye
h962-111.2009,G000559,Aye
h962-111.2009,L000563,Aye
h962-111.2009,T000326,Aye
h962-111.2009,T000465,Aye
h962-111.2009,W000797,Aye
h101-112.2011,B000652,No
h101-112.2011,C000794,Aye
h101-112.2011,C001087,No
h101-112.2011,D000616,No
h101-112.2011,G000559,Aye
h101-112.2011,L000563,Aye
h101-112.2011,S001189,No
h101-112.2011,T000326,Aye
h101-112.2011,T000465,Aye
h101-112.2011,W000797,Aye
h101-112.2011,W000806,No
